date,prev_18_23_rain_sum,rain_00_01_sum,min_temp_02_04,temp_drop_to_04,humidity_05_06_mean,wind_05_06_mean,cloud_05_06_mean,rain_05_06_sum,dew_spread_05_06,cloud_06_08_mean,rain_06_08_sum,wind_06_08_mean,hours_since_rain_at_06,visibility_05_06_mean,visibility_05_06_min,visibility_06_08_mean,visibility_06_08_min,visibility_change_06_08,fog_code_hours_05_08,rain_code_hours_06_08,temp_05_08_mean,humidity_05_08_mean,wind_05_08_mean,cloud_05_08_mean,rain_05_08_mean,month,day_of_year_sin,day_of_year_cos,season,castle_visible
2017-09-01,0.0,0.0,14.5,3.8000000000000007,95.0,7.85,0.0,0.0,0.7927035631226893,0.0,0.0,7.133333333333333,24.0,,,,,,0,0,16.975,88.75,7.249999999999999,0.0,0.0,9,-0.8702939222685674,-0.49253272872205434,2017-2018,0
2017-09-02,0.0,0.0,18.1,1.9166666666666643,86.5,5.5,0.5,0.0,2.2772309345544866,1.3333333333333333,0.0,5.133333333333334,24.0,,,,,,0,0,18.675,84.5,5.225,1.0,0.0,9,-0.8786374941610001,-0.4774894280028391,2017-2018,0
2017-09-03,0.0,0.0,15.2,2.9666666666666686,90.5,4.0,50.5,0.0,1.545926330146978,70.66666666666667,0.0,4.866666666666666,24.0,,,,,,0,0,17.0,84.0,4.65,70.0,0.0,9,-0.886721063082993,-0.46230483047981086,2017-2018,0
2017-09-04,0.0,0.0,14.0,3.916666666666668,92.5,6.9,95.5,0.0,1.202919582365471,95.66666666666667,0.0,4.3999999999999995,24.0,,,,,,0,0,16.325000000000003,87.25,5.075,96.5,0.0,9,-0.8945422369764496,-0.4469834295196741,2017-2018,0
2017-09-05,0.0,0.0,15.2,4.766666666666666,90.0,8.2,93.0,0.0,1.6444301988924668,98.0,0.0,6.533333333333334,24.0,,,,,,0,0,18.575000000000003,85.0,6.949999999999999,96.25,0.0,9,-0.9020987014301837,-0.43152975897147144,2017-2018,0
2017-09-06,4.1,3.9,21.0,0.7333333333333343,89.0,4.9,100.0,4.5,1.884533275044106,100.0,4.0,9.466666666666667,0.0,,,,,,0,3,21.35,88.5,8.5,100.0,1.4,9,-0.9093882203647925,-0.4159483918249421,2017-2018,0
2017-09-07,3.5000000000000004,0.0,22.3,0.16666666666666785,93.0,9.149999999999999,99.5,1.3,1.1883339094305114,100.0,3.0,9.4,0.0,,,,,,0,3,22.875,92.75,9.349999999999998,99.75,0.875,9,-0.9164086366943458,-0.4002439388573056,2017-2018,0
2017-09-08,2.9000000000000004,0.2,20.2,1.8999999999999986,96.5,10.399999999999999,99.5,4.9,0.5744258185477165,61.666666666666664,2.2,7.733333333333334,0.0,,,,,,0,2,20.275,94.75,8.975,71.0,1.3250000000000002,9,-0.9231578729647039,-0.38442104726885545,2017-2018,0
2017-09-09,0.0,0.0,16.9,2.5166666666666693,96.0,5.050000000000001,14.5,0.0,0.6408513078298839,9.0,0.0,3.6999999999999997,23.0,,,,,,0,0,18.6,89.25,4.0,10.75,0.0,9,-0.9296339319682695,-0.3684843993077793,2017-2018,1
2017-09-10,0.0,0.0,20.0,1.7666666666666693,92.0,8.45,3.5,0.0,1.3399512195821046,5.333333333333333,0.0,8.233333333333333,24.0,,,,,,0,0,21.425,86.5,8.399999999999999,5.0,0.0,9,-0.9358348973349941,-0.35243871088460327,2017-2018,0
2017-09-11,0.0,0.0,21.1,0.48333333333333073,85.0,10.5,100.0,0.2,2.6376160141297333,100.0,0.4,13.299999999999999,0.0,,,,,,0,2,22.450000000000003,84.25,12.6,100.0,0.1,9,-0.9417589340994617,-0.33628873017668287,2017-2018,0
2017-09-12,3.1000000000000005,3.4000000000000004,23.0,-0.09999999999999787,90.5,10.8,99.5,9.8,1.647772623587521,100.0,24.1,5.333333333333333,0.0,,,,,,0,3,23.375,93.25,7.25,99.75,7.275,9,-0.9474042892438845,-0.32003923622313857,2017-2018,0
2017-09-13,0.3,0.2,20.3,1.1000000000000014,99.0,4.65,100.0,0.0,0.16242181640302888,100.0,0.0,3.8000000000000003,2.0,,,,,,0,0,20.375,97.0,4.025,100.0,0.0,9,-0.9527692922168511,-0.30369503751065885,2017-2018,0
2017-09-14,0.0,0.0,18.2,2.5,99.5,2.45,100.0,0.0,0.08029480240962172,71.0,0.0,2.9333333333333336,24.0,,,,,,0,0,19.375,96.0,2.95,78.25,0.0,9,-0.9578523554276669,-0.28726097055059635,2017-2018,0
2017-09-15,0.0,0.0,13.9,1.883333333333331,84.5,3.95,100.0,0.0,2.578657894995864,99.0,0.0,4.6,24.0,,,,,,0,0,15.500000000000002,82.5,4.449999999999999,99.25,0.0,9,-0.9626519747161487,-0.2707418984477642,2017-2018,0
2017-09-16,0.0,0.0,15.6,1.2333333333333325,88.0,6.6,100.0,0.0,1.9940151269183009,100.0,0.1,5.766666666666667,24.0,,,,,,0,1,17.8,85.25,5.9750000000000005,100.0,0.025,9,-0.9671667297977312,-0.2541427094613622,2017-2018,0
2017-09-17,5.3,0.0,17.0,1.4499999999999993,94.0,6.7,96.0,0.0,0.9731128949217869,93.0,0.0,7.133333333333333,8.0,,,,,,0,0,18.425,91.25,6.95,93.75,0.0,9,-0.97139528468375,-0.23746831555846842,2017-2018,0
2017-09-18,16.599999999999998,14.2,20.3,3.4999999999999964,96.5,15.3,100.0,1.4,0.5739897016065569,94.66666666666667,3.6,14.766666666666666,0.0,,,,,,0,3,19.925,97.0,15.225000000000001,96.0,1.1,9,-0.9753363880767837,-0.2207236509605022,2017-2018,0
2017-09-19,0.0,0.0,14.7,3.9166666666666643,93.0,7.15,22.0,0.0,1.1188014083291815,6.0,0.0,7.0,15.0,,,,,,0,0,17.125,87.75,6.875000000000001,13.25,0.0,9,-0.9789888737409319,-0.20391367068311472,2017-2018,0
2017-09-20,0.0,0.0,16.7,2.066666666666663,88.5,7.7,98.0,0.0,1.9165477742240657,96.33333333333333,0.0,7.599999999999999,24.0,,,,,,0,0,19.225,84.5,7.550000000000001,97.25,0.0,9,-0.9823516608469237,-0.18704334906991657,2017-2018,0
2017-09-21,3.5000000000000004,0.5,17.7,0.7333333333333343,82.0,3.6500000000000004,46.5,0.30000000000000004,3.1167999477655624,42.666666666666664,0.1,2.4,0.0,,,,,,0,1,18.05,84.25,2.7250000000000005,44.75,0.07500000000000001,9,-0.9854237542919524,-0.17011767832049052,2017-2018,0
2017-09-22,0.0,0.0,13.2,4.116666666666667,89.0,9.25,89.0,0.0,1.7960149902720186,93.0,0.0,8.566666666666666,24.0,,,,,,0,0,16.799999999999997,83.75,8.75,90.75,0.0,9,-0.9882042449941422,-0.15314166701312007,2017-2018,0
2017-09-23,0.30000000000000004,0.6,17.1,3.283333333333335,91.0,2.8,27.5,0.0,1.48827541230715,47.333333333333336,0.0,2.966666666666667,5.0,,,,,,0,0,18.950000000000003,88.0,2.925,44.25,0.0,9,-0.9906923101615609,-0.13612033862266704,2017-2018,0
2017-09-24,0.0,0.0,16.5,2.9833333333333343,97.5,4.449999999999999,90.0,0.0,0.3932490885212392,51.0,0.0,3.4,19.0,,,,,,0,0,16.55,93.5,3.5749999999999997,63.25,0.0,9,-0.9928872135356962,-0.11905873003404988,2017-2018,0
2017-09-25,0.0,0.0,12.2,5.166666666666664,91.5,7.65,0.0,0.0,1.3391672351960224,0.0,0.0,6.133333333333334,24.0,,,,,,0,0,14.825,85.25,6.575,0.0,0.0,9,-0.994788305609327,-0.10196189005174576,2017-2018,0
2017-09-26,0.0,0.0,14.4,3.783333333333333,84.5,11.0,22.5,0.0,2.569694149850225,7.666666666666667,0.0,8.8,24.0,,,,,,0,0,16.25,81.25,9.35,12.25,0.0,9,-0.9963950238187231,-0.08483487790576538,2017-2018,0
2017-09-27,0.0,0.0,20.6,-0.8333333333333357,85.0,12.75,84.0,0.0,2.6148852644504217,98.0,0.0,14.133333333333335,24.0,,,,,,0,0,21.175,84.25,13.774999999999999,91.25,0.0,9,-0.9977068927101168,-0.06768276175455162,2017-2018,0
2017-09-28,7.7,3.7,18.7,1.1000000000000014,97.5,4.75,100.0,7.5,0.40474857981097756,100.0,22.6,5.1000000000000005,0.0,,,,,,0,3,18.8,96.75,4.45,100.0,6.05,9,-0.9987235240803972,-0.050510617185222886,2017-2018,0
2017-09-29,0.0,0.0,11.3,2.349999999999998,86.5,5.25,12.0,0.0,2.1586875658614346,31.333333333333332,0.0,5.133333333333334,18.0,,,,,,0,0,12.9,81.25,5.125,23.5,0.0,9,-0.9994446170919858,-0.033323525711631344,2017-2018,1
2017-09-30,0.0,0.0,16.9,0.41666666666666785,83.0,3.7,64.0,0.0,2.8355594161972917,25.666666666666668,0.0,2.4,13.0,,,,,,0,0,15.375,79.75,2.6999999999999997,34.5,0.0,9,-0.9998699583618592,-0.016126573270657762,2017-2018,0
2017-10-01,0.0,0.0,10.5,5.116666666666667,80.5,7.5,0.0,0.0,3.1962822646871905,27.666666666666668,0.0,9.233333333333334,24.0,,,,,,0,0,12.075,76.25,8.575,20.75,0.0,10,-0.9999994220246925,0.001075151282798226,2017-2018,0
2017-10-02,0.3,0.0,19.2,0.10000000000000142,85.0,13.7,100.0,0.0,2.5902883974544935,100.0,0.4,16.0,9.0,,,,,,0,2,19.975,84.25,15.15,100.0,0.1,10,-0.999832969770105,0.018276557681691223,2017-2018,0
2017-10-03,18.8,1.1,19.1,-0.13333333333333286,95.0,4.6,100.0,0.2,0.8212120206984963,100.0,0.5,1.8,1.0,,,,,,0,2,19.7,94.25,2.8499999999999996,100.0,0.17500000000000002,10,-0.9993706508539969,0.03547255575312556,2017-2018,0
2017-10-04,0.0,0.0,13.6,2.2166666666666686,76.5,9.0,95.5,0.0,4.033490990830471,94.66666666666667,0.0,9.366666666666665,18.0,,,,,,0,0,13.049999999999999,75.25,9.325,94.75,0.0,10,-0.9986126020839734,0.052658056924614005,2017-2018,0
2017-10-05,0.0,0.0,8.5,2.549999999999999,83.0,4.75,99.0,0.0,2.7224690511426033,98.0,0.0,3.9333333333333336,24.0,,,,,,0,0,10.274999999999999,77.5,4.175,98.25,0.0,10,-0.9975590477788613,0.06982797572987089,2017-2018,0
2017-10-06,0.0,0.0,15.7,-0.6500000000000004,69.0,10.55,100.0,0.1,5.68075447434008,100.0,0.1,9.066666666666666,0.0,,,,,,0,1,16.0,70.25,9.65,100.0,0.025,10,-0.9962102997023297,0.0869772313136861,2017-2018,0
2017-10-07,27.0,0.5,16.4,-0.9999999999999982,86.5,2.45,93.0,0.1,2.2746205086751754,52.0,0.30000000000000004,3.0666666666666664,0.0,,,,,,0,3,17.675,87.0,2.9499999999999997,63.25,0.07500000000000001,10,-0.9945667569706337,0.1041007489354256,2017-2018,0
2017-10-08,0.0,0.0,16.0,2.3166666666666664,98.0,4.1,26.0,0.0,0.3153553415401902,74.33333333333333,0.0,2.433333333333333,13.0,,,,,,0,0,16.45,97.5,3.175,63.0,0.0,10,-0.9926289059345095,0.121193461470736,2017-2018,0
2017-10-09,0.0,0.0,17.6,1.4166666666666643,94.0,6.699999999999999,5.5,0.0,0.9787236755742938,10.0,0.0,7.566666666666666,24.0,,,,,,0,0,19.4,90.25,7.25,8.0,0.0,10,-0.9903973200352558,0.1382503109109819,2017-2018,0
2017-10-10,0.0,0.0,16.8,2.8166666666666664,92.5,3.5,21.0,0.0,1.2258475437117884,11.666666666666666,0.0,3.566666666666667,24.0,,,,,,0,0,18.725,88.25,3.45,15.0,0.0,10,-0.9878726596350429,0.15526624985999563,2017-2018,0
2017-10-11,0.0,0.0,16.3,2.4833333333333343,78.5,3.45,1.0,0.0,3.758825524352476,4.0,0.0,3.8333333333333335,24.0,,,,,,0,0,18.275,79.75,3.7,3.25,0.0,10,-0.9850556718215013,0.172236243027682,2017-2018,0
2017-10-12,0.0,0.1,18.2,1.8500000000000014,97.0,7.199999999999999,100.0,1.6,0.48400832245674863,100.0,1.0,7.866666666666667,0.0,,,,,,0,3,18.0,97.75,7.85,100.0,0.525,10,-0.981947190186646,0.18915526872004093,2017-2018,0
2017-10-13,2.0000000000000004,1.1,12.3,2.7499999999999982,93.0,6.15,100.0,0.4,1.111876511936023,100.0,1.4,5.933333333333333,0.0,,,,,,0,3,13.8,92.5,6.025,100.0,0.4,10,-0.9785481345802031,0.20601832032517084,2017-2018,0
2017-10-14,0.0,0.0,15.3,-0.40000000000000213,88.0,2.25,98.0,0.0,1.9886603128623026,98.0,0.0,2.1666666666666665,20.0,,,,,,0,0,16.775,87.0,2.0,98.5,0.0,10,-0.9748595108374125,0.22282040779479959,2017-2018,0
2017-10-15,0.0,0.0,14.3,2.549999999999997,95.0,6.199999999999999,100.0,0.0,0.7893285470065194,100.0,0.1,6.633333333333333,13.0,,,,,,0,1,14.4,91.75,6.624999999999999,100.0,0.025,10,-0.9708824104813836,0.23955655912092708,2017-2018,0
2017-10-16,0.6000000000000001,1.3,13.7,1.0833333333333321,89.5,1.7000000000000002,100.0,1.4,1.6963908707995756,100.0,3.3,2.233333333333333,0.0,,,,,,0,3,13.975,90.5,2.075,100.0,1.0,10,-0.9666180104000972,0.2562218218071163,2017-2018,0
2017-10-17,0.1,0.2,13.5,0.9500000000000011,75.0,3.65,74.5,0.0,4.333327877389474,64.66666666666667,0.0,4.7,5.0,,,,,,0,0,13.425,76.75,4.35,73.5,0.0,10,-0.9620675724981452,0.27281126433401914,2017-2018,0
2017-10-18,0.0,0.0,7.0,4.4499999999999975,98.0,7.550000000000001,11.0,0.0,0.2925188124707878,1.6666666666666667,0.0,6.333333333333333,24.0,,,,,,0,0,8.4,89.75,6.675000000000001,6.5,0.0,10,-0.957232443323312,0.28931997761869527,2017-2018,0
2017-10-19,1.2000000000000002,1.6,13.0,1.3166666666666682,87.0,4.6,100.0,3.4,2.1038368128674083,100.0,4.0,6.166666666666667,0.0,,,,,,0,3,12.425,87.75,5.35,100.0,1.2750000000000001,10,-0.9521140536681102,0.3057430764672831,2017-2018,0
2017-10-20,0.4,0.4,13.3,0.08333333333333215,90.0,2.4,100.0,0.6,1.6136094584661276,100.0,0.1,3.6,0.0,,,,,,0,1,14.3,86.75,3.1500000000000004,100.0,0.15,10,-0.9467139181463862,0.3220757010206104,2017-2018,0
2017-10-21,0.0,0.0,13.3,1.5166666666666675,91.5,3.1500000000000004,100.0,0.0,1.3739877141220411,100.0,0.1,2.733333333333333,24.0,,,,,,0,1,15.475,90.0,2.725,100.0,0.025,10,-0.9410336347451197,0.3383130181923076,2017-2018,0
2017-10-22,0.8999999999999999,0.6000000000000001,16.1,0.13333333333333286,91.0,3.05,100.0,4.1,1.472947534111281,100.0,7.199999999999999,2.5666666666666664,0.0,,,,,,0,3,16.175,92.25,2.5,100.0,2.3499999999999996,10,-0.9350748843515574,0.3544502230989869,2017-2018,0
2017-10-23,35.4,19.8,12.5,3.8500000000000014,92.0,30.25,100.0,9.4,1.2584024160467102,99.0,9.600000000000001,29.933333333333337,0.0,,,,,,0,3,11.575000000000001,92.5,29.625,99.25,3.875,10,-0.9288394302558068,0.3704825404820963,2017-2018,0
2017-10-24,0.0,0.0,8.5,2.549999999999999,91.0,2.5,98.5,0.0,1.3848329127285242,98.33333333333333,0.0,2.3666666666666667,13.0,,,,,,0,0,9.424999999999999,87.25,2.5,98.75,0.0,10,-0.9223291176290545,0.3864052261209853,2017-2018,0
2017-10-25,3.4,1.9,12.4,0.45000000000000107,92.0,3.3499999999999996,100.0,4.800000000000001,1.2643191449756088,100.0,7.6000000000000005,2.766666666666667,0.0,,,,,,0,3,12.6,92.5,2.9,100.0,2.55,10,-0.9155458729775467,0.40221356823680365,2017-2018,0
2017-10-26,0.0,0.0,7.7,2.666666666666667,94.0,6.0,57.5,0.0,0.9063158541342116,23.666666666666668,0.0,4.366666666666666,16.0,,,,,,0,0,9.1,90.0,5.325,38.75,0.0,10,-0.9084917035725082,0.41790288888678667,2017-2018,0
2017-10-27,0.0,0.0,8.2,2.466666666666667,92.0,10.35,0.0,0.0,1.2212504842127894,0.0,0.0,9.866666666666667,24.0,,,,,,0,0,9.875,87.75,9.95,0.0,0.0,10,-0.9011686968561569,0.4334685453485363,2017-2018,0
2017-10-28,0.0,0.0,11.5,0.5833333333333339,73.5,7.199999999999999,98.0,0.0,4.671637760671972,100.0,0.0,8.366666666666667,24.0,,,,,,0,0,14.975000000000001,68.5,7.975,99.0,0.0,10,-0.8935790198239952,0.4489059314938798,2017-2018,0
2017-10-29,6.999999999999999,1.0,14.2,0.283333333333335,94.0,6.65,100.0,4.9,0.9548963280484166,100.0,7.3,6.366666666666667,0.0,,,,,,0,3,14.750000000000002,93.75,6.425000000000001,100.0,2.1500000000000004,10,-0.8857249183835637,0.4642104791518923,2017-2018,0
2017-10-30,11.2,7.4,11.2,4.016666666666669,90.0,18.2,92.0,1.2999999999999998,1.573171928540848,72.33333333333333,1.0999999999999999,17.5,0.0,,,,,,0,3,10.149999999999999,87.5,17.725,77.25,0.425,10,-0.8776087166898392,0.4793776594606945,2017-2018,0
2017-10-31,0.0,0.0,6.8,1.6500000000000012,70.5,8.65,21.5,0.0,4.978113927780616,43.0,0.0,6.7,13.0,,,,,,0,0,7.8999999999999995,69.0,7.25,36.5,0.0,10,-0.8692328164574792,0.49440298420761813,2017-2018,0
2017-11-01,0.0,0.0,5.1,2.9333333333333336,85.0,9.75,37.0,0.0,2.3217402066076334,73.33333333333333,0.0,9.433333333333334,24.0,,,,,,0,0,7.324999999999999,83.0,9.575,63.0,0.0,11,-0.8605996962501181,0.5092820071573356,2017-2018,0
2017-11-02,0.0,0.0,8.1,0.45000000000000107,83.0,3.35,95.0,0.0,2.7181648814639896,94.66666666666667,0.0,3.533333333333333,24.0,,,,,,0,0,9.725000000000001,84.25,3.5500000000000003,94.5,0.0,11,-0.8517119107469189,0.5240103253675756,2017-2018,0
2017-11-03,0.0,0.0,6.0,4.050000000000001,71.0,3.9499999999999997,1.5,0.0,4.929917410323414,2.3333333333333335,0.0,3.133333333333333,24.0,,,,,,0,0,9.5,71.25,3.5,2.0,0.0,11,-0.8425720899866032,0.5385835804920232,2017-2018,0
2017-11-04,0.0,0.2,13.2,-0.24999999999999822,99.0,4.65,100.0,6.7,0.15282036984934955,100.0,3.1,3.533333333333333,0.0,,,,,,0,3,12.399999999999999,99.25,3.8000000000000003,100.0,1.8250000000000002,11,-0.8331829385891785,0.5529974600700271,2017-2018,0
2017-11-05,0.0,0.0,7.2,-0.016666666666666607,87.0,6.35,53.5,0.0,2.020195301341495,48.666666666666664,0.0,6.066666666666666,3.0,,,,,,0,0,7.6,82.0,6.2,50.25,0.0,11,-0.8235472349556007,0.5672476988027229,2017-2018,0
2017-11-06,0.0,0.0,8.6,-1.3499999999999996,89.5,11.350000000000001,0.5,0.0,1.63182822728401,0.0,0.0,11.433333333333332,24.0,,,,,,0,0,9.9,87.25,11.400000000000002,0.25,0.0,11,-0.8136678304455991,0.5813300798152042,2017-2018,0
2017-11-07,0.0,0.0,8.3,1.1999999999999993,89.0,11.05,1.0,0.0,1.704873234638531,1.0,0.0,11.0,24.0,,,,,,0,0,9.549999999999999,85.0,11.0,1.0,0.0,11,-0.8035476485339116,0.5952404359043674,2017-2018,0
2017-11-08,0.0,0.0,14.1,-1.0,91.0,6.85,100.0,0.0,1.444210129020144,100.0,0.7,6.866666666666667,24.0,,,,,,0,2,14.325000000000001,90.0,6.775,100.0,0.175,11,-0.7931896839451843,0.6089746507720486,2017-2018,0
2017-11-09,8.0,2.1999999999999997,10.7,3.5166666666666675,92.5,9.05,28.0,0.1,1.159538443312215,20.0,0.0,8.666666666666666,1.0,,,,,,0,0,10.15,90.5,9.075,23.25,0.025,11,-0.7825970017677834,0.6225286602431057,2017-2018,0
2017-11-10,0.0,0.0,3.0,4.333333333333333,89.5,6.35,0.0,0.0,1.5464228413741696,0.3333333333333333,0.0,9.133333333333333,24.0,,,,,,0,0,3.4749999999999996,81.75,8.25,0.25,0.0,11,-0.7717727365467837,0.6358984534680745,2017-2018,0
2017-11-11,0.0,1.5,12.4,0.05000000000000071,96.0,12.600000000000001,100.0,6.2,0.6205532014668069,100.0,7.4,12.766666666666666,0.0,,,,,,0,3,11.5,95.5,13.175,100.0,2.725,11,-0.7607200913564104,0.6490800741100398,2017-2018,0
2017-11-12,0.1,0.1,7.3,0.21666666666666679,75.0,8.4,65.5,0.0,4.124541127183036,41.333333333333336,0.0,7.433333333333334,6.0,,,,,,0,0,7.0,74.25,7.775,49.5,0.0,11,-0.7494423368521953,0.6620696215153815,2017-2018,0
2017-11-13,0.0,0.0,1.1,3.9666666666666663,85.5,9.8,0.5,0.0,2.202091476654981,0.6666666666666666,0.0,9.4,24.0,,,,,,0,0,5.0,84.75,9.475,0.5,0.0,11,-0.7379428103031386,0.6748632518680403,2017-2018,0
2017-11-14,0.0,0.0,11.0,0.06666666666666465,90.0,9.45,99.0,0.0,1.5651456176809777,100.0,1.7,7.033333333333332,24.0,,,,,,0,2,10.55,89.0,7.624999999999999,99.5,0.425,11,-0.7262249146041543,0.6874571793269664,2017-2018,0
2017-11-15,2.8,0.0,9.4,1.8000000000000007,91.0,3.3499999999999996,60.0,0.0,1.3958372713210832,42.0,0.0,2.9000000000000004,3.0,,,,,,0,0,9.25,90.5,3.4499999999999997,55.75,0.0,11,-0.7142921172691032,0.699847677146407,2017-2018,0
2017-11-16,8.6,2.9,5.2,2.116666666666667,93.5,7.6499999999999995,93.5,2.6,0.9584652484658722,88.66666666666667,3.4000000000000004,6.666666666666667,0.0,,,,,,0,0,4.475,93.75,7.425000000000001,88.25,1.175,11,-0.7021479494046978,0.7120310787787131,2017-2018,0
2017-11-17,0.7,0.0,5.0,0.39999999999999947,90.0,5.4,50.0,0.2,1.501065628790164,40.666666666666664,0.1,6.233333333333334,0.0,,,,,,0,1,4.85,90.75,5.975,43.25,0.05,11,-0.6897960046655887,0.7240037789593305,2017-2018,0
2017-11-18,0.0,0.0,8.3,-1.5166666666666684,78.5,12.2,100.0,0.6000000000000001,3.526894272291962,100.0,2.4000000000000004,11.1,0.0,,,,,,0,3,8.65,83.5,11.375,100.0,0.65,11,-0.6772399381909491,0.7357622347736527,2017-2018,0
2017-11-19,2.5,0.2,2.1,2.9499999999999997,89.0,6.45,53.0,0.0,1.624002767688761,51.666666666666664,0.1,6.2,3.0,,,,,,0,1,2.325,88.75,6.25,52.75,0.025,11,-0.6644834655228552,0.7473029667054297,2017-2018,0
2017-11-20,0.2,0.0,0.7,1.4166666666666667,88.5,6.6,100.0,0.1,1.702661892969719,100.0,0.2,6.366666666666667,0.0,,,,,,0,2,2.65,88.25,6.35,100.0,0.05,11,-0.6515303615068021,0.75862255966641,2017-2018,0
2017-11-21,6.3999999999999995,0.6000000000000001,1.6,2.566666666666667,93.0,4.15,27.0,0.0,0.9974289033609108,18.666666666666668,0.0,2.2333333333333334,2.0,,,,,,0,0,0.775,91.5,2.9000000000000004,20.25,0.0,11,-0.6383844591746642,0.769717664006921,2017-2018,0
2017-11-22,0.0,0.0,3.2,-3.0500000000000003,74.0,10.15,80.5,0.0,4.270987978299747,96.66666666666667,0.0,8.733333333333334,24.0,,,,,,0,0,6.174999999999999,75.0,9.05,89.5,0.0,11,-0.6250496486104377,0.7805849965070866,2017-2018,0
2017-11-23,6.8,1.2999999999999998,8.8,-0.11666666666666714,88.5,4.6,100.0,0.6,1.811601294834782,100.0,2.7,7.666666666666667,0.0,,,,,,0,3,9.5,92.5,7.0,100.0,0.75,11,-0.6115298757991053,0.7912213413483807,2017-2018,0
2017-11-24,1.2,1.2,2.8,1.3666666666666663,94.5,8.1,98.5,1.6,0.7965413526138634,97.0,5.0,5.966666666666666,0.0,,,,,,0,0,2.8,95.0,7.074999999999999,97.0,1.4,11,-0.5978291414589552,0.801623551065242,2017-2018,0
2017-11-25,5.999999999999999,2.2,4.2,-0.6833333333333331,93.0,7.5,99.5,1.6,1.032112559589517,95.0,2.3,7.5,0.0,,,,,,0,2,4.324999999999999,93.0,7.775,96.25,0.75,11,-0.5839514998576998,0.8117885474764613,2017-2018,0
2017-11-26,0.0,0.0,1.5,0.8833333333333333,79.0,13.75,100.0,0.0,3.257606155709259,91.66666666666667,0.0,13.866666666666667,15.0,,,,,,0,0,2.6999999999999997,77.25,13.8,93.75,0.0,11,-0.5699010576127624,0.821713322596059,2017-2018,0
2017-11-27,4.999999999999999,0.4,5.1,2.750000000000001,100.0,8.3,60.0,0.0,-4.440892098500626e-16,29.0,0.0,6.366666666666667,6.0,,,,,,0,0,2.175,99.0,6.825000000000001,46.75,0.0,11,-0.5556819724760489,0.8313949395234058,2017-2018,0
2017-11-28,0.0,0.0,2.0,0.9666666666666668,86.5,11.2,2.0,0.0,2.0268223648954704,0.3333333333333333,0.0,11.866666666666667,24.0,,,,,,0,0,3.5250000000000004,86.5,11.6,1.0,0.0,11,-0.5412984521036173,0.8408305333122887,2017-2018,0
2017-11-29,0.0,0.0,5.5,-0.06666666666666643,70.0,9.85,100.0,0.2,5.205096598360809,100.0,3.0,8.566666666666666,0.0,,,,,,0,3,9.675,77.75,8.925,100.0,0.75,11,-0.5267547528105542,0.8500173118187018,2017-2018,0
2017-11-30,0.0,0.0,7.3,2.1833333333333327,100.0,3.45,100.0,0.0,0.0,97.33333333333333,0.0,3.0666666666666664,15.0,,,,,,0,0,7.0,99.25,3.025,98.0,0.0,11,-0.5120551783114646,0.8589525565270845,2017-2018,0
2017-12-01,2.5,0.30000000000000004,5.4,2.7333333333333343,91.5,6.35,66.5,0.4,1.2775083619899892,69.66666666666667,0.2,7.3,0.0,,,,,,0,2,6.1,89.75,7.625,73.25,0.125,12,-0.4972040784469378,0.8676336233547726,2017-2018,0
2017-12-02,2.1,0.1,2.6,1.7999999999999994,94.0,5.5,17.0,0.0,0.8565438189430536,44.0,0.0,4.866666666666667,6.0,,,,,,0,0,1.325,93.25,4.925,38.5,0.0,12,-0.4822058478963526,0.8760579434344281,2017-2018,0
2017-12-03,0.0,0.0,-0.1,3.183333333333334,65.0,7.0,97.0,0.0,5.936071305889245,44.333333333333336,0.0,6.7,24.0,,,,,,0,0,3.725,65.5,6.775,56.75,0.0,12,-0.46706492487743034,0.8842230238742036,2017-2018,0
2017-12-04,0.0,0.0,6.0,-1.3666666666666671,85.5,2.75,50.0,0.0,2.2315382272540067,39.666666666666664,0.0,3.533333333333333,24.0,,,,,,0,0,5.375,85.5,3.3,40.75,0.0,12,-0.451785789832884,0.8921264484954345,2017-2018,0
2017-12-05,6.199999999999999,0.8999999999999999,4.6,2.299999999999999,83.5,10.75,76.5,0.2,2.5457252528217613,87.66666666666667,1.3,12.033333333333333,0.0,,,,,,0,1,3.875,88.5,11.125,82.75,0.35000000000000003,12,-0.4363729641045924,0.8997658785476209,2017-2018,0
2017-12-06,5.8,1.8,0.1,1.5333333333333334,93.0,3.6999999999999997,56.0,0.4,0.9982478442758342,53.666666666666664,0.8,5.166666666666667,0.0,,,,,,0,0,-0.25000000000000006,90.75,4.45,56.5,0.275,12,-0.42083100859565564,0.9071390534005044,2017-2018,0
2017-12-07,0.8999999999999999,0.4,2.2,-0.4666666666666668,94.0,5.25,68.0,0.0,0.8579464404055774,70.33333333333333,0.1,8.166666666666666,2.0,,,,,,0,1,0.875,94.5,7.1499999999999995,69.5,0.025,12,-0.4051645224207563,0.9142437912130223,2017-2018,1
2017-12-08,2.2,1.2999999999999998,3.9,0.8500000000000001,96.0,3.8,100.0,2.0,0.5788239018419281,100.0,2.6,5.5,0.0,,,,,,0,3,3.675,96.25,5.025,100.0,0.9249999999999999,12,-0.3893781415452015,0.9210779895789526,2017-2018,0
2017-12-09,0.0,0.0,-5.8,5.85,89.0,7.25,97.5,0.0,1.5315868279453895,98.0,0.1,6.8,13.0,,,,,,0,0,-4.075,89.5,6.875,98.0,0.025,12,-0.37347653741307074,0.9276396261490467,2017-2018,0
